session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
12133,938,366,366,606,366,606,601,601,424,615,0237
12134,615,615,5,2,2,2,547,240,2,5,0237
12135,44,18,5,17,240,240,240,240,240,240,0237
12136,547,18,17,5,240,240,240,240,18,547,0237
12137,240,5,3,2,5,240,5,18,240,547,0237
12138,17,17,5,18,240,547,5,240,547,17,0237
12139,5,547,18,240,547,18,240,17,5,547,0237
12140,5,547,18,240,17,240,5,17,240,18,0237
12141,547,547,240,18,17,5,5,240,547,18,0237
12142,17,5,240,18,240,17,5,547,5,240,0237
12143,101,17,240,101,18,547,5,40,240,43,0237
12144,551,219,219,2,2,6,3,6,3,2,0237
12145,2065,22,5,2,6,20,10,6,2,240,0237
12146,488,2,5,18,547,44,240,17,3,5,0237
12147,240,240,240,240,20,240,240,240,240,5,0237
12148,240,18,547,17,240,18,240,547,17,5,0237
12149,240,17,547,240,18,101,5,240,40,2,0237
12150,2065,5,2,20,6,2,10,2,42,88,0237
12151,88,42,35,29,744,29,35,29,35,29,0237
12152,42,35,35,42,29,35,2,2065,2065,5,0237
12153,20,35,29,6,29,35,42,2,2,54,0237
12154,2,1287,54,142,86,2,2,1287,54,86,0237
12155,2,740,1188,2539,740,740,740,3216,2539,6,0237
12156,3216,2539,199,1188,2,2,5,2,117,90,0237
12157,73,384,22,108,73,90,17,22,102,18,0237
12158,108,44,90,5,117,464,90,402,20,5,0237
12159,31,20,90,20,402,117,20,3,43,81,0237
12160,60,60,60,60,265,3,43,81,43,43,0237
12161,2,2,6,3,6,3,2,25,2,25,0237
12162,25,25,25,25,25,25,25,25,25,25,0237
12163,25,25,25,25,25,25,25,25,25,25,0237
12164,25,25,25,192,2,2,6,43,6,2,0237
12165,2,2105,2105,2,1632,1632,2,3283,3283,2,0237
12166,2,2,2,1748,31,488,1748,3,1748,488,0237
12167,3,1748,488,488,22,44,6,488,17,18,0237
12168,6,20,10,10,6,20,5,1748,6,5,0237
12169,2,3263,3263,2,3,2,3,2,3203,2,0237
12170,2,3207,2,2,2,1068,1068,2,2,2,0237
12171,1608,2,1608,1068,2,1068,5,2556,1068,1068,0237
12172,2556,1099,2556,1068,1068,1068,1068,2,2,2,0237
12173,4860,1015,2,142,62,2,54,86,54,62,0237
12174,54,2,86,62,2,88,2,88,2,2,0237
12175,2998,1683,31,130,119,340,676,340,130,340,0237
12176,44,17,5,20,18,6,5,10,340,3,0237
12177,340,6,340,340,340,340,340,340,2,340,0237
12178,6,340,340,340,340,340,340,340,340,340,0237
12179,340,340,340,340,340,340,340,340,340,340,0237
12180,340,3,53,2,3281,3254,2,3281,3254,2,0237
12181,2,3264,3264,2,632,632,714,714,632,2,0237
12182,1629,1629,2,2068,2,2068,22,2068,22,2068,0237
12183,20,22,2,20,2,22,149,2,2,3279,0237
12184,3279,2,43,2,2,3,6,2,2,62,0237
12185,54,3,6,142,86,54,62,2,43,2,0237
12186,6,2,25,6,25,2,25,25,25,25,0237
12187,3,25,2,3,25,25,25,25,2,25,0237
12188,25,25,25,25,25,25,25,25,25,2,0237
12189,2,2,62,2,142,54,86,54,86,62,0237
12190,2,86,54,62,2,2,2,486,486,2,0237
12191,3228,2,2,2543,2,2543,2543,25,25,25,0237
12192,25,2,3228,2,43,3,2,3,6,2,0237
12193,6,3,2,615,31,1603,424,424,424,424,0237
12194,424,31,44,424,17,18,192,424,4785,615,0237
12195,424,424,424,424,31,615,31,4789,562,562,0237
12196,562,212,212,81,395,550,395,395,424,424,0237
12197,424,615,43,17,31,18,4786,739,739,615,0237
12198,615,31,4790,1079,350,258,258,424,424,615,0237
12199,2,2,2,2,25,25,25,25,25,25,0237
12200,25,25,25,25,25,25,25,2,2,792,0237
12201,2,792,792,110,792,982,110,25,13,38,0237
12202,2,19,38,19,78,2363,78,2363,19,38,0237
12203,6,38,15,1791,38,6,13,3,19,13,0237
12204,15,8,15,1,15,1,15,38,1,15,0237
12205,38,2,38,19,3,13,38,13,19,626,0237
12206,13,38,11,78,19,3,13,11,1,11,0237
12207,1,75,6,75,19,75,1,19,1,11,0237
12208,1,11,1,11,11,1,11,19,11,11,0237
12209,11,11,1,11,11,11,11,1,1,11,0237
12210,11,11,11,1,11,11,1,11,11,1,0237
12211,1,1,1,11,1,11,11,11,13,11,0237
12212,19,1,3,19,38,13,11,13,11,13,0237
12213,11,1,19,11,3,78,11,1,13,19,0237
12214,13,11,1,11,1,11,11,1,11,1,0237
12215,11,11,1,11,11,1,11,1,11,11,0237
12216,11,1,1,11,11,11,1,11,11,1,0237
12217,13,11,11,1,11,19,11,1,11,1,0237
12218,11,11,11,11,1,19,1,15,1,15,0237
12219,15,15,15,15,3,13,19,1,19,13,0237
12220,8,19,38,78,19,1,13,8,75,1,0237
12221,19,19,8,19,8,1,1,8,1,1,0237
12222,8,1,8,8,8,1,1,8,8,19,0237
12223,8,1,8,8,1,1,1,1,2,2,0237
12224,2,2542,1439,819,430,2542,430,2542,75,2,0237
12225,25,25,25,25,3,2,25,25,25,25,0237
12226,25,2,2,54,62,54,142,54,54,86,0237
12227,86,54,62,2,2,2,6,2,1764,3,0237
12228,31,101,6,2,1764,1764,40,40,180,179,0237
12229,1764,179,40,180,180,1764,179,3,40,3,0237
12230,2,2,4839,6,40,40,5,22,6,22,0237
12231,6,10,40,6,10,43,20,20,2,2,0237
12232,101,3132,31,1520,1533,1712,1533,1712,1520,1712,0237
12233,44,18,1520,5,17,1533,2,1533,101,6,0237
12234,10,5,18,2,17,40,31,1541,2,6,0237
12235,1541,1541,1541,4830,40,1541,130,22,180,179,0237
12236,130,18,180,17,40,20,1294,179,180,40,0237
12237,40,6,1541,5,40,40,40,2,2,10,0237
12238,2,2,1545,1545,1545,1545,1545,2540,1545,2540,0237
12239,2540,5,1238,2,1238,1188,1238,1238,1238,1238,0237
12240,1238,1238,4768,2,4750,1188,199,2545,2,2545,0237
12241,5,2,18,17,10,6,2545,5,5,5,0237
12242,5,2,10,1149,2,6,1149,1149,1149,1149,0237
12243,1149,1149,1149,1149,2,2064,204,2,2064,17,0237
12244,5,2064,18,204,2064,514,204,2,2,451,0237
12245,451,451,451,2,2,451,451,451,451,451,0237
12246,2,451,451,451,2,1151,2,1151,1151,2,0237
12247,22,2,44,17,22,18,5,451,451,20,0237
12248,2,2,6,3,2,6,3,25,54,2,0237
12249,54,25,142,86,770,3,2,1963,2,616,0237
12250,4814,2,4773,43,2,971,2,4855,2,2,0237
12251,2,4746,2,2,3,1150,3,2,1150,1150,0237
12252,3,342,3,1150,441,2,2,2,2,62,0237
12253,62,54,142,86,86,62,54,62,86,54,0237
12254,62,86,62,1365,2,1365,2,43,2,2,0237
12255,3,6,3,3,6,2,3145,2,2,43,0237
12256,551,219,219,2,2,6,6,2,2,1239,0237
12257,2,1239,1239,1239,1239,1239,1239,1239,84,2,0237
12258,146,102,31,84,3226,146,102,3226,84,102,0237
12259,73,84,816,387,102,387,73,122,5,387,0237
12260,73,415,1400,84,122,3,73,84,102,1279,0237
12261,146,84,146,5,211,122,481,146,84,146,0237
12262,44,22,6,6,17,5,18,10,6,53,0237
12263,125,22,20,20,22,10,2,2,2,2,0237
12264,2,54,62,2,86,142,54,62,54,86,0237
12265,2,2,2,2,2546,2546,2,2,2,3270,0237
12266,3270,2,2546,2,2,1517,1517,1517,1517,2,0237
12267,2,54,62,54,86,62,2,2,2,54,0237
12268,2,62,62,86,54,2,31,1543,2,1543,0237
12269,1543,2,2,2,2524,1757,2060,1759,31,2525,0237
12270,1535,1235,2,2060,1759,1757,1758,687,1535,1535,0237
12271,687,687,1271,170,1271,170,6,44,22,5,0237
12272,687,6,17,10,18,20,20,22,170,170,0237
12273,6,5,251,1235,4761,246,174,31,22,10,0237
12274,174,687,1235,2,687,687,22,5,17,18,0237
12275,3222,20,6,214,4752,3222,170,5,170,2607,0237
12276,2,2,2,1754,1754,1754,17,1754,18,5,0237
12277,3,2,5,1754,2,1150,1150,20,2,1150,0237
12278,1150,203,1150,128,2,2,2,2,2,2,0237
12279,2,31,1361,2,1603,424,424,1361,424,1361,0237
12280,5,424,1361,3273,2,3273,2,2,3,2615,0237
12281,114,561,114,114,114,114,43,81,43,81,0237
12282,269,269,1175,269,2,2,3,6,947,3,0237
12283,2,41,6,2,41,2,82,82,3,2,0237
12284,2,6,3,3,6,2,81,43,2,2,0237
12285,81,269,269,1175,269,60,60,60,265,69,0237
12286,69,160,43,3,81,43,254,69,69,160,0237
12287,4,215,10,21,4,27,21,27,10,4,0237
12288,30,3,4,6,9,30,9,3,9,6,0237
12289,10,4,4,33,4,9,4,3,9,33,0237
12290,2,4,4,21,10,27,3,81,43,160,0237
12291,69,39,43,2,2,6,3,2,947,41,0237
12292,41,3,6,2,82,82,41,41,165,169,0237
12293,147,169,147,99,71,97,1065,45,169,186,0237
12294,45,97,95,248,41,99,248,159,216,45,0237
12295,45,45,45,169,99,169,169,97,248,1065,0237
12296,169,169,45,147,71,71,169,169,45,147,0237
12297,99,169,71,156,169,169,71,71,45,147,0237
12298,45,169,169,71,169,169,45,169,169,169,0237
12299,71,230,230,69,160,230,230,71,71,169,0237
12300,230,230,3,2,2,3,6,43,81,3250,0237
12301,1088,31,2,1088,31,1088,610,1088,1088,711,0237
12302,711,1088,1088,3250,3,5,44,711,18,17,0237
12303,5,1088,6,3,2,2,2,2559,2,2066,0237
12304,2086,4816,6,6,17,18,5,10,5,2559,0237
12305,6,4757,787,2046,2046,2046,2046,4817,2066,6,0237
12306,17,18,5,10,2066,2559,2086,6,44,5,0237
12307,18,17,6,10,5,2066,18,5,17,5,0237
12308,2,1765,2,1765,663,1765,3258,2,192,3258,0237
12309,4813,2058,130,4759,1765,2058,22,2070,151,18,0237
12310,17,6,151,53,130,2058,10,6,22,5,0237
12311,3282,92,2070,6,10,663,44,3224,22,20,0237
12312,92,3224,6,17,2058,44,3282,6,10,31,0237
12313,2533,22,2070,10,5,31,2533,2070,20,777,0237
12314,5,20,2533,3,20,1765,3,2,151,2,0237
12315,6,53,43,2,2,563,563,2,2527,2,0237
12316,563,563,2,2,88,88,88,88,88,88,0237
12317,88,2,2,43,39,81,269,269,3,81,0237
12318,43,39,1015,2,2,2,2527,2527,2,2,0237
12319,6,3,6,2,3,43,2,2,2,615,0237
12320,31,615,5,44,946,17,18,5,615,615,0237
12321,615,2,2,731,731,6,5,18,17,3,0237
12322,731,731,6,731,6,10,731,731,2,2,0237
12323,2,54,2048,142,54,86,10,2,1535,2,0237
12324,1235,2060,1759,1757,31,2525,2524,1758,687,1758,0237
12325,18,5,17,22,22,6,687,170,22,170,0237
12326,20,1271,10,731,2,22,2,2,2044,2,0237
12327,2,2,2,88,2044,2,88,88,2,2,0237
12328,2,3274,2,17,3274,5,18,2,2,2,0237
12329,54,2,62,142,86,86,62,54,2,2,0237
12330,219,2,219,144,161,144,219,161,2,2,0237
12331,54,2,62,86,2,2,54,62,86,2,0237
12332,62,86,2,2,2,2,2,6,3,2,0237
12333,2,6,2,3,2,1005,2,1005,43,2,0237
12334,2,451,451,451,451,451,451,2,451,2,0237
12335,2,2,2,62,54,142,86,54,62,2,0237
12336,54,62,62,86,54,62,86,2,2,2045,0237
12337,2045,451,451,451,451,2,451,54,62,2,0237
12338,86,62,2,2,2,2,5,22,384,108,0237
12339,90,117,564,90,20,31,2,31,20,2,0237
12340,2047,119,3235,676,44,3235,2047,2342,18,2047,0237
12341,17,2047,5,2,2,2072,2535,3256,17,3256,0237
12342,2072,2535,18,22,3,249,4866,2535,2072,6,0237
12343,20,5,10,6,4742,2072,2,10,6,2,0237
12344,2,1543,2,1543,31,1543,451,2,2,2,0237
12345,6,3,6,2,563,2,2,3,2,2,0237
12346,2,54,62,2,54,62,86,142,54,2,0237
12347,43,2,2,88,2,69,69,2,69,557,0237
12348,555,69,557,555,69,1288,69,557,69,1183,0237
12349,31,88,2,2,69,557,557,69,31,1183,0237
12350,69,557,1288,69,88,69,2,557,69,557,0237
12351,31,69,1183,1288,69,557,69,557,2,88,0237
12352,2,2,2,88,2,2,2,2,2,2,0237
12353,204,2531,2531,2531,2,2,4,10,21,2,0237
12354,4,3,9,21,4,3,9,9,10,27,0237
12355,4,10,27,4,3,4,6,3,4,28,0237
12356,23,9,4,6,30,3,28,4,28,4,0237
12357,28,10,28,6,10,9,23,9,28,2,0237
12358,9,2,4,10,4,2,30,28,2,3,0237
12359,23,4,30,10,28,23,23,23,4,3,0237
12360,23,28,23,9,3,28,9,4,9,28,0237
12361,28,4,3,21,27,2,28,9,28,9,0237
12362,3,2,23,10,2,4,21,2,2,4,0237
12363,2,21,28,10,27,6,23,3,9,28,0237
12364,4,30,2,4,28,10,9,28,21,27,0237
12365,3,23,27,21,10,28,3,28,23,30,0237
12366,9,4,2,4,21,10,27,28,2,9,0237
12367,4,2,4,23,10,4,2,2,3,30,0237
12368,28,2,28,10,28,9,3,30,4,28,0237
12369,28,23,27,21,2,4,23,3,10,21,0237
12370,28,4,21,10,27,4,4,2,2,21,0237
12371,10,27,6,4,3,30,28,23,4,6,0237
12372,9,23,28,4,2,2,6,23,28,2,0237
12373,9,2,4,2,9,9,2,2,9,2,0237
12374,451,451,451,2,4,2,9,2045,2,4,0237
12375,2045,28,2,9,28,4,2,2,6,3,0237
12376,2,3,6,2,672,4848,672,3238,31,672,0237
12377,672,3,17,3,44,5,18,6,6,211,0237
12378,5,648,10,456,5,481,745,43,10,672,0237
12379,3238,672,5,18,17,672,6,672,18,17,0237
12380,5,672,6,672,17,5,18,2,2,2,0237
12381,3230,476,277,2,222,249,1263,878,277,1025,0237
12382,1017,3230,464,5,277,136,957,277,277,22,0237
12383,130,754,5,53,17,18,20,20,6,10,0237
12384,20,6,672,672,672,18,17,5,672,6,0237
12385,672,18,17,5,10,6,6,672,672,17,0237
12386,18,5,6,672,672,5,17,18,53,6,0237
12387,2,2,2,1890,36,409,3,2,36,409,0237
12388,36,157,92,3,36,105,105,36,409,3,0237
12389,92,157,2,36,92,409,105,2,3,36,0237
12390,3,36,92,105,456,481,5,648,456,745,0237
12391,211,36,36,3,3,92,36,105,36,3,0237
12392,105,36,92,92,3,36,36,3,105,92,0237
12393,333,77,36,3,105,36,92,36,3,36,0237
12394,92,36,3,105,3,36,92,36,36,3,0237
12395,92,105,92,1300,3,36,157,36,4799,4791,0237
12396,105,343,36,36,36,378,170,105,378,87,0237
12397,5,105,1554,193,293,128,342,105,203,2,0237
12398,105,92,157,3,119,36,2,2,105,1104,0237
12399,5,5,5,745,456,481,648,36,3,211,0237
12400,3,92,1104,105,481,1097,1097,36,1097,92,0237
12401,3,1097,105,1104,246,174,251,1376,1555,128,0237
12402,87,87,1097,36,92,87,170,3,378,36,0237
12403,3,92,87,36,2,36,2,105,92,36,0237
12404,3,105,1104,1097,36,3,92,87,105,2,0237
12405,2,1691,103,3,1323,103,1668,1691,136,3,0237
12406,15,616,526,344,344,105,3,2,2,2,0237
12407,105,3,2,451,2,2,2,2,4,10,0237
12408,4,2,3,2,10,4,3,6,3,4,0237
12409,21,6,27,10,21,30,9,4,3,6,0237
12410,27,30,28,28,4,9,23,9,28,28,0237
12411,10,6,28,9,4,23,28,4,6,2,0237
12412,2,9,2,23,28,2,9,4,23,28,0237
12413,2,225,101,20,225,40,20,20,225,225,0237
12414,20,225,40,225,20,225,225,20,225,20,0237
12415,225,40,225,225,20,20,225,40,225,20,0237
12416,225,4,225,20,40,225,225,20,225,40,0237
12417,20,225,225,40,20,225,225,20,225,20,0237
12418,20,225,225,20,40,20,225,225,225,20,0237
12419,20,225,225,225,20,40,4,20,225,225,0237
12420,20,225,401,179,180,357,40,225,20,180,0237
12421,40,179,40,6,40,23,9,401,357,179,0237
12422,180,40,40,28,179,401,357,40,180,9,0237
12423,40,40,180,40,180,179,357,401,40,40,0237
12424,40,180,357,40,180,357,179,401,40,179,0237
12425,180,401,40,357,179,180,179,357,40,180,0237
12426,40,40,40,40,180,179,401,357,40,180,0237
12427,179,357,401,401,357,179,180,40,40,40,0237
12428,40,401,357,179,180,40,179,40,179,180,0237
12429,401,357,40,40,179,179,40,180,40,357,0237
12430,180,179,401,40,357,40,180,40,180,357,0237
12431,179,401,357,180,179,40,401,401,357,180,0237
12432,179,40,357,401,180,179,40,40,40,357,0237
12433,401,180,179,40,40,401,179,180,357,40,0237
12434,40,40,179,357,180,357,179,40,180,40,0237
12435,180,179,40,180,40,40,357,179,180,401,0237
12436,180,40,179,40,401,357,180,179,40,401,0237
12437,180,40,179,357,179,40,180,401,357,40,0237
12438,401,179,180,4,225,20,180,40,357,179,0237
12439,225,401,40,180,179,40,40,225,20,225,0237
12440,40,225,20,225,40,20,225,20,225,225,0237
12441,20,40,20,225,20,225,225,20,225,20,0237
12442,225,20,225,20,225,20,225,225,20,225,0237
12443,225,20,225,225,20,40,225,20,40,20,0237
12444,225,225,20,2,2,9,1151,20,2,1151,0237
12445,1151,1151,4,1151,1151,2,2547,31,44,2,0237
12446,9,5,2547,17,18,2547,6,10,3,6,0237
12447,3,10,9,2,586,2,31,3248,2,9,0237
12448,3,3248,4,2,2,9,2,2,28,2,0237
12449,2,9,3271,3271,4844,2,225,40,225,2,0237
12450,20,20,225,20,40,225,20,225,20,225,0237
12451,225,225,20,225,40,40,180,225,20,225,0237
12452,40,3,40,40,225,20,225,40,28,9,0237
12453,20,28,9,4,23,3,60,60,60,60,0237
12454,81,43,39,2,2,6,3,2022,6,3,0237
12455,2,1540,3181,452,3201,1540,2124,1540,245,211,0237
12456,5,481,1540,1013,2022,3006,244,1880,1192,1192,0237
12457,1877,1877,2780,44,3,2,312,173,22,2433,0237
12458,245,1192,312,18,17,1192,417,1899,1192,1441,0237
12459,1540,2,2,2,1540,2022,2,1391,2,2,0237
12460,2,4822,2,2,2,294,448,2,448,474,0237
12461,294,448,294,474,294,448,534,2,2,2,0237
12462,2,2,25,2,534,294,667,294,534,4843,0237
12463,474,25,294,667,534,31,534,294,3,25,0237
12464,25,25,25,25,25,25,25,25,25,25,0237
12465,2,2,2,2,1195,3,103,915,58,103,0237
12466,136,1195,915,1195,5,2,2,3,4756,2,0237
12467,3,31,2,820,2,2,2,2,891,1093,0237
12468,891,891,891,2,2,2,39,43,551,219,0237
12469,219,2,2,6,3,31,2,2,31,3,0237
12470,6,2,624,624,1002,1002,40,17,5,2553,0237
12471,44,624,40,18,4824,431,40,624,468,4819,0237
12472,431,624,624,431,1002,40,431,624,1002,1002,0237
12473,40,624,1002,40,468,431,624,1002,2,624,0237
12474,2,431,468,17,40,18,5,2553,624,431,0237
12475,468,468,624,624,624,40,431,624,1002,1002,0237
12476,468,40,624,431,431,468,1002,431,624,468,0237
12477,40,40,468,431,624,5,18,624,2553,17,0237
12478,1002,624,468,40,624,40,2,2,2,4,0237
12479,10,21,2,4,27,2,6,10,21,27,0237
12480,4,30,9,10,28,4,9,6,28,4,0237
12481,3,23,9,28,10,3,6,23,23,4,0237
12482,9,23,28,23,6,6,6,23,28,6,0237
12483,28,23,4,2,2,6,3,215,4,2,0237
12484,10,6,2,21,3,2,4,2,27,21,0237
12485,27,6,4,10,28,6,4,9,3,30,0237
12486,10,28,4,23,4,9,28,10,6,23,0237
12487,23,23,4,9,28,28,6,43,23,2,0237
12488,28,2,9,2,9,44,3,130,20,53,0237
12489,2,1120,1662,3,20,1120,5,18,22,17,0237
12490,6,20,10,1120,6,17,4,10,6,6,0237
12491,23,28,53,2,9,2,1538,1755,784,4815,0237
12492,4758,3,1755,3,1538,1327,1538,5,1755,6,0237
12493,6,10,5,17,3249,44,3,18,105,1538,0237
12494,1755,15,1538,680,1755,6,1538,3249,4,3,0237
12495,4,23,28,3,105,22,2,2,9,23,0237
12496,28,9,2,9,2,2048,54,54,2048,142,0237
12497,86,2,31,2,9,3234,3234,1030,1842,31,0237
12498,3,23,10,9,28,4,10,28,4,23,0237
12499,2,2,9,23,2,947,28,4,41,41,0237
12500,2,9,2,41,165,1065,169,147,147,186,0237
12501,97,169,71,97,99,169,159,95,45,169,0237
12502,169,45,97,45,169,169,71,4,71,45,0237
12503,99,156,9,71,169,147,23,28,71,45,0237
12504,1362,1362,169,4,169,1362,99,71,4,45,0237
12505,1362,169,169,71,1362,2,4,23,9,23,0237
12506,28,2,392,392,783,392,1065,392,392,392,0237
12507,392,99,28,23,392,392,392,392,1369,1369,0237
12508,40,1369,1369,3267,1369,3267,1369,1369,4,13,0237
12509,1052,3,38,3,38,19,19,13,19,1052,0237
12510,1052,1052,1052,1052,1052,392,392,392,392,392,0237
12511,392,392,392,392,392,392,392,392,392,272,0237
12512,272,272,272,272,28,1052,272,272,272,4,0237
12513,392,392,9,272,272,272,272,272,272,272,0237
12514,272,1052,272,272,272,272,272,272,95,23,0237
12515,28,28,23,2,2,6,3,4,2,10,0237
12516,6,3,2,21,2,4,27,3,9,30,0237
12517,4,6,27,10,21,30,9,28,10,28,0237
12518,9,28,23,4,28,10,23,6,9,6,0237
12519,4,9,4,2,2,9,2044,43,9,42,0237
12520,2,2,2044,42,101,744,35,29,29,35,0237
12521,101,29,35,42,77,42,4,29,35,29,0237
12522,77,9,42,35,29,77,42,29,35,783,0237
12523,129,77,783,113,134,29,35,42,139,134,0237
12524,134,29,139,42,77,134,113,126,121,139,0237
12525,134,126,3,121,42,77,314,1725,139,113,0237
12526,1725,42,314,3,129,129,113,134,139,113,0237
12527,134,129,42,139,113,139,113,129,139,314,0237
12528,42,113,129,113,113,139,139,134,77,314,0237
12529,42,113,129,134,129,139,139,77,42,113,0237
12530,134,129,129,139,129,113,139,134,29,42,0237
12531,139,129,113,580,139,113,134,3,580,77,0237
12532,42,134,129,2,28,2,9,2,9,9,0237
12533,9,6,29,9,6,9,29,6,9,42,0237
12534,101,744,9,2,783,42,35,9,77,744,0237
12535,23,101,29,783,88,35,42,77,2,88,0237
12536,1537,2,9,1537,2,2,1537,134,42,129,0237
12537,139,113,77,42,113,77,134,113,139,129,0237
12538,129,42,134,139,113,129,139,134,42,113,0237
12539,139,113,4,23,77,134,129,113,42,28,0237
12540,129,139,42,139,113,129,134,77,42,113,0237
12541,129,139,134,113,134,129,139,113,129,42,0237
12542,77,139,134,129,35,139,42,134,113,129,0237
12543,113,134,129,113,139,42,77,134,139,113,0237
12544,42,134,129,77,129,113,134,1537,1537,1537,0237
12545,88,2,2069,9,2069,2,2069,2069,77,129,0237
12546,113,134,139,42,2,88,2,2,2,680,0237
12547,1729,786,927,1327,1125,1419,927,1331,680,786,0237
12548,3028,129,35,314,3,1725,113,42,29,42,0237
12549,48,47,47,48,29,47,42,35,77,47,0237
12550,48,29,35,29,96,91,42,77,29,42,0237
12551,35,91,29,29,35,77,91,96,48,47,0237
12552,91,77,42,96,91,29,35,96,91,29,0237
12553,35,96,96,35,96,91,42,77,29,29,0237
12554,77,42,96,91,35,91,96,91,91,96,0237
12555,91,9,91,42,29,96,29,42,35,91,0237
12556,77,96,96,42,91,77,35,29,29,96,0237
12557,77,91,35,42,29,35,96,91,42,48,0237
12558,47,42,29,77,47,35,48,35,29,29,0237
12559,35,96,91,91,48,29,42,77,47,35,0237
12560,35,29,77,42,35,47,29,47,42,77,0237
12561,35,48,35,48,47,29,48,47,42,77,0237
12562,29,29,77,42,35,47,35,29,48,35,0237
12563,77,47,29,48,35,42,47,29,35,77,0237
12564,47,48,48,47,42,77,29,35,47,29,0237
12565,35,48,47,42,77,35,47,48,48,47,0237
12566,23,9,28,29,9,48,47,77,29,35,0237
12567,42,48,48,47,35,48,29,42,47,77,0237
12568,29,48,2,2,9,42,47,48,91,77,0237
12569,35,29,96,91,96,91,42,35,77,96,0237
12570,4,2,28,2,88,9,23,28,88,9,0237
12571,2549,2,192,29,91,96,35,42,77,2,0237
12572,2549,2,9,2549,35,91,96,42,77,29,0237
12573,91,35,96,96,91,96,91,91,29,35,0237
12574,96,77,42,91,48,35,47,48,96,91,0237
12575,48,47,77,42,48,47,29,35,42,29,0237
12576,91,47,29,35,77,48,91,96,9,42,0237
12577,91,96,91,91,35,96,91,48,47,42,0237
12578,77,35,29,48,47,48,47,35,29,48,0237
12579,42,47,77,35,29,48,48,42,77,47,0237
12580,29,29,77,48,47,42,35,29,77,29,0237
12581,96,35,47,48,91,42,96,91,47,48,0237
12582,91,77,48,47,47,29,91,96,42,35,0237
12583,77,29,96,42,48,47,91,48,42,35,0237
12584,29,47,77,48,91,77,29,96,48,47,0237
12585,91,35,96,29,29,42,77,96,35,96,0237
12586,77,29,91,42,77,91,91,29,35,29,0237
12587,9,91,96,42,35,29,77,96,91,35,0237
12588,29,29,96,91,77,42,35,91,42,77,0237
12589,35,96,29,96,96,29,91,91,29,35,0237
12590,77,42,91,96,91,77,29,91,96,42,0237
12591,35,2,88,9,28,23,2,2,10,783,0237
12592,9,2,392,2,783,392,77,29,42,96,0237
12593,91,35,392,392,392,392,392,392,392,392,0237
12594,392,392,272,272,272,9,272,23,28,272,0237
12595,272,272,9,28,23,272,9,4,28,272,0237
12596,272,272,272,272,272,272,272,272,272,9,0237
12597,272,23,28,9,272,272,272,272,9,4,0237
12598,272,272,272,2,2,9,10,9,9,10,0237
12599,2,28,23,272,272,272,2,392,392,272,0237
12600,272,9,28,23,272,272,2,272,2,9,0237
12601,272,272,272,272,9,272,29,35,96,91,0237
12602,35,77,91,42,29,96,29,77,96,91,0237
12603,42,48,47,35,48,47,42,47,35,29,0237
12604,77,48,35,47,47,42,77,48,29,35,0237
12605,35,48,47,47,42,47,29,48,77,47,0237
12606,47,77,42,35,47,10,28,4,2,2,0237
12607,28,9,23,120,2,120,314,10,47,48,0237
12608,77,42,29,35,120,120,120,120,120,120,0237
12609,120,29,35,101,120,42,47,42,29,35,0237
12610,101,48,77,29,48,47,42,120,35,77,0237
12611,42,42,101,48,47,29,120,120,120,28,0237
12612,48,120,42,77,23,28,120,9,120,120,0237
12613,120,120,120,29,47,101,42,48,314,47,0237
12614,120,2,48,314,2,120,48,120,120,120,0237
12615,120,120,120,120,120,120,120,120,120,9,0237
12616,28,4,2,2,6,3,2,4,6,4,0237
12617,10,2,3,21,2,4,27,10,21,27,0237
12618,6,4,30,9,3,10,4,28,30,9,0237
12619,28,4,9,28,23,6,10,23,266,9,0237
12620,23,28,4,51,9,4,23,28,51,6,0237
12621,43,4,23,28,6,6,9,4,23,28,0237
12622,28,28,60,60,2,6,2,3,2,6,0237
12623,2,3,2,3,2,6,2,2,3,6,0237
12624,6,2,3,6,2,2,6,2,4,10,0237
12625,4,6,2,2,3,10,4,3,4,3,0237
12626,3,4,21,6,6,27,10,27,21,30,0237
12627,30,4,3,6,9,28,4,28,28,9,0237
12628,4,4,9,28,23,28,10,4,43,2,0237
12629,2,9,9,4,2,120,9,2,120,120,0237
12630,120,120,120,120,23,120,120,120,120,120,0237
12631,120,4,28,6,9,23,4,23,4,9,0237
12632,4,2,2,28,23,2,253,31,9,253,0237
12633,253,253,253,253,253,253,253,253,253,253,0237
12634,253,253,253,253,253,253,253,4,2,1536,0237
12635,9,2,1536,4767,1536,1536,1536,1536,2,253,0237
12636,253,253,2,253,9,253,253,253,23,253,0237
12637,253,253,28,253,253,253,253,253,253,253,0237
12638,2,2,9,9,2,253,253,2,9,4,0237
12639,253,253,253,253,253,253,253,253,9,2,0237
12640,253,253,253,253,28,23,253,2,253,253,0237
12641,253,253,253,2,253,253,253,2,9,2544,0237
12642,2,2544,2544,2,2,9,9,4,2,9,0237
12643,2,451,451,451,2,28,2,225,9,225,0237
12644,101,20,20,225,20,40,20,28,23,4,0237
12645,9,2,39,43,2,3,2,3,6,2,0237
12646,81,6,3,448,2,474,294,448,294,534,0237
12647,448,474,448,474,43,3260,3236,4770,1016,3260,0237
12648,1016,72,15,426,4769,4826,210,537,3236,2,0237
12649,2,4,2,10,21,2,4,27,10,21,0237
